Timestamp,Close,Open,Volume,Low,High,EMA200,MACD_Line,MACD_Line,Signal_Line,Histogram,RSI,SMA200,ATR,Type,Profit (%),Label
8/17/2017 17:00,4289.24,4354.18,59.664912,4235.45,4354.84,4318.26508,15.53226511,15.53226511,23.03145062,-7.499185507,47.8001123,0,118.6133333,Short,-0.84,Hold
8/18/2017 10:00,4356.31,4304.15,51.563675,4296.04,4371.52,4315.401412,-8.377527826,-8.377527826,-12.24885281,3.871324983,51.41798785,0,66.08666667,Long,-1.45,Hold
8/18/2017 14:00,4259.4,4293.09,74.368943,4193.7,4293.09,4315.023972,-8.678909991,-8.678909991,-8.471061962,-0.207848029,46.28101439,0,87.52333333,Short,2.84,Sell
8/19/2017 4:00,4068.26,4138.5,17.353232,4046.26,4156,4290.793888,-50.89760373,-50.89760373,-50.06857817,-0.829025564,35.47259295,0,73.89666667,Short,-0.66,Hold
8/20/2017 13:00,4063.35,4125,1.258162,4063.35,4125,4231.595239,4.322594929,4.322594929,5.814305602,-1.491710674,39.12401714,0,56.49666667,Short,-1.68,Hold
8/20/2017 23:00,4086.29,4151.14,69.475467,4069.13,4171.62,4222.401837,8.495809021,8.495809021,9.322332147,-0.826523125,39.83910562,0,55.99,Short,1.5,Sell
8/22/2017 0:00,3790,4016,60.339017,3789.95,4016,4177.914044,-35.12505209,-35.12505209,-25.51226962,-9.612782471,28.76296592,0,104.0833333,Short,-3.02,Hold
8/24/2017 11:00,4202,4173.98,33.800162,4166.67,4215.74,4123.503359,21.95819187,21.95819187,19.86536503,2.092826836,73.62669817,0,69.66666667,Long,-1.22,Hold
8/24/2017 14:00,4221,4173.11,52.315975,4157.74,4250.9,4125.077856,21.95701809,21.95701809,20.0044798,1.952538287,64.20185571,0,72.39,Long,-0.33,Hold
8/24/2017 22:00,4326.23,4207,28.537979,4206.11,4330.61,4132.688501,32.23574693,32.23574693,25.45567726,6.780069677,64.9891942,0,72.27666667,Long,0.06,Buy
8/25/2017 16:00,4447.31,4394.36,17.78478,4375.29,4453.91,4166.173538,42.78544905,42.78544905,39.0841185,3.701330555,59.79932483,4133.25765,81.46333333,Long,-3.15,Hold
8/26/2017 20:00,4333.56,4293.52,10.696855,4279,4335.06,4197.887858,-3.200233164,-3.200233164,-6.36344701,3.163213846,52.877429,4127.7214,61.78666667,Long,-0.46,Hold
8/27/2017 17:00,4340,4339.99,21.115132,4306.01,4370.92,4221.558154,3.657718672,3.657718672,3.642819252,0.01489942,56.22920701,4148.9372,51.54,Long,-0.69,Hold
8/28/2017 11:00,4308,4290.77,43.898554,4288.07,4365.4,4231.708878,-14.25541634,-14.25541634,-16.51934233,2.263925991,42.94973846,4169.0155,79.81333333,Long,0.9,Buy
8/29/2017 11:00,4368.5,4346.86,20.396193,4333.2,4417.61,4254.531696,14.78430214,14.78430214,14.76918737,0.015114761,55.59416261,4194.7034,57.90333333,Long,4.92,Buy
8/31/2017 3:00,4593.66,4596.54,17.061861,4592.19,4606,4355.341187,15.68186797,15.68186797,15.29124235,0.390625614,51.9106677,4320.512,26.85,Long,-0.45,Hold
8/31/2017 10:00,4632.96,4596.52,32.970735,4583.02,4678.57,4371.484052,17.4508706,17.4508706,15.79308703,1.657783574,75.74311261,4340.4573,57.83666667,Long,0.84,Buy
9/1/2017 10:00,4761.42,4739.33,27.300415,4735.98,4778.19,4441.556378,28.76416338,28.76416338,28.00121358,0.762949799,64.23503612,4406.98445,38.9,Long,0.19,Buy
9/1/2017 22:00,4843.17,4760.01,14.685877,4760.01,4857.6,4480.88556,35.87614152,35.87614152,34.08215519,1.79398633,60.82129419,4444.7305,76.64,Long,-1.14,Hold
9/3/2017 0:00,4600.53,4508.5,29.470282,4508.5,4618.38,4506.601722,-68.99410135,-68.99410135,-72.85167173,3.857570383,48.59730333,4484.0685,151.81,Long,-1.97,Hold
9/3/2017 12:00,4510.99,4475.23,23.175971,4415.05,4511,4514.606504,-18.7527567,-18.7527567,-18.73747432,-0.015282381,58.4216632,4500.0543,92.67333333,Short,-0.4,Hold
9/4/2017 2:00,4408,4411.97,27.710037,4406,4448.03,4506.995734,-28.01304331,-28.01304331,-25.09199408,-2.921049229,42.35967893,4512.13725,62.13666667,Short,4.78,Sell
9/5/2017 1:00,3620,3956.58,99.245285,3620,4121.33,4437.811829,-119.5885803,-119.5885803,-92.31189246,-27.27668784,31.67578866,4495.6599,263.4266667,Short,-10.87,Hold
9/6/2017 6:00,4385.51,4416.54,30.240164,4335.26,4422.36,4396.913319,63.17287315,63.17287315,63.84910022,-0.67622707,65.50733153,4490.82745,96.49666667,Short,-1.73,Hold
9/6/2017 15:00,4619.43,4503,43.862768,4488.33,4619.47,4407.840976,75.53699565,75.53699565,71.14843203,4.388563623,60.81512262,4498.4205,112.3333333,Long,-3.6,Hold
9/7/2017 12:00,4674,4616.79,69.922532,4587.65,4705.53,4428.42932,48.74443836,48.74443836,45.04516613,3.699272239,55.39794647,4502.65105,81.44333333,Long,-1.16,Hold
9/9/2017 18:00,4191.78,4220.38,31.335369,4159.64,4233.74,4423.955646,-39.75512449,-39.75512449,-39.56055226,-0.194572234,43.66126644,4457.58305,52.05,Short,-1.48,Hold
9/10/2017 2:00,4130.01,4238.93,25.341981,4110.09,4249.39,4409.651404,-36.39809117,-36.39809117,-32.97825357,-3.419837604,24.24282087,4437.82675,76.22,Short,0.53,Sell
9/11/2017 7:00,4178.73,4168.23,17.157128,4167.89,4201.01,4342.060994,7.486994286,7.486994286,7.702072835,-0.215078548,44.8545356,4355.12625,97.67,Short,-1.95,Hold
9/11/2017 19:00,4182.27,4202.7,45.618994,4158.84,4233.79,4326.962449,9.091895229,9.091895229,11.06025862,-1.96836339,54.6053828,4336.66725,56.99,Short,-1.31,Hold
9/12/2017 13:00,4259.44,4307.44,79.228183,4234,4307.5,4319.299906,28.62940097,28.62940097,30.86197159,-2.232570624,56.93186455,4316.7166,53.57333333,Short,7.26,Sell
9/14/2017 9:00,3761.01,3810,45.444347,3761.01,3820,4188.611381,-49.57441761,-49.57441761,-48.53960971,-1.034807898,40.29697148,4267.5274,83.89666667,Short,9.86,Sell
9/15/2017 6:00,3100,3300,121.354197,3100,3324.31,4036.93402,-131.0560463,-131.0560463,-129.6439139,-1.412132452,34.34782609,4154.22615,135.4166667,Short,-7.42,Hold
9/16/2017 10:00,3480,3753.29,175.251826,3470.66,3753.29,3929.414215,64.43932933,64.43932933,88.3550294,-23.91570007,36.95849399,4009.3294,137.45,Short,-4.85,Hold
9/20/2017 7:00,3913.89,3950,42.105791,3910.71,3988.83,3877.288234,-11.5474703,-11.5474703,-13.6895438,2.142073505,44.67461087,3804.25545,79.37333333,Long,-0.35,Hold
9/22/2017 11:00,3539.97,3577.84,53.342785,3522.22,3602,3840.692564,-52.97301634,-52.97301634,-49.29097936,-3.682036973,39.77419868,3734.516,60.38666667,Short,-0.57,Hold
9/23/2017 21:00,3727.45,3780,24.24036,3725.01,3780,3793.161869,28.87337613,28.87337613,30.02692561,-1.153549482,55.90507213,3778.1837,39.71333333,Short,-0.39,Hold
9/27/2017 4:00,3940,3931,9.980765,3930,3964.99,3815.703533,11.30253618,11.30253618,10.86957479,0.432961388,55.89975773,3808.142,44.29333333,Long,5.84,Buy
9/28/2017 4:00,4242.01,4200,41.160565,4185,4300,3879.086299,63.35452888,63.35452888,62.71067372,0.643855159,71.5244174,3826.02305,74.66,Long,-0.17,Hold
9/28/2017 8:00,4267.89,4247,26.957576,4246,4269.99,3893.429433,63.49334941,63.49334941,62.90936723,0.583982181,69.66284201,3833.33875,38.61,Long,-0.27,Hold
9/29/2017 11:00,4220.01,4145.3,48.356615,4145.3,4248,3950.698946,-4.907220061,-4.907220061,-12.48825919,7.581039127,52.32026707,3861.92005,84.97333333,Long,-2.37,Hold
9/29/2017 23:00,4174.69,4120.01,58.166879,4108,4250,3974.873681,6.082081041,6.082081041,5.730100716,0.351980325,59.99176896,3880.9855,105.49,Long,3.43,Buy
10/1/2017 21:00,4347.04,4338.51,43.081664,4311.05,4374.99,4097.670571,7.343356967,7.343356967,5.703477242,1.639879725,51.90647727,4033.1787,50.63666667,Long,1.22,Buy
10/3/2017 18:00,4278,4282.85,25.085283,4278,4288.02,4193.173101,-32.33422333,-32.33422333,-33.53949571,1.205272384,35.08990521,4179.7843,37.00333333,Long,-1.17,Hold
